band_gap,density,nsites,formation_energy_per_atom,y_true,mid,formula,group
0.6919266269812423,7.54209378456933,7,-1.0112660887337785,2.031156142602313,mp-58,LaNiO58,low_gap
0.15606390319322883,7.9457731185257305,13,-0.9378943403477474,2.6747239746245692,mp-59,LaNiO59,low_gap
1.2136555194645846,7.995981898580574,5,-0.5688769076900446,1.5790549796244684,mp-60,LaNiO60,hi_gap
0.595539133527766,5.611433623699159,9,-0.9419696632844914,1.9614072625137007,mp-61,LaNiO61,low_gap
0.2722591368573657,7.983195913730273,8,-0.5979605209400636,2.5462644024216554,mp-62,LaNiO62,low_gap
1.7409971579605519,5.126642209378326,13,-1.2520996238885669,0.776457100588424,mp-63,LaNiO63,hi_gap
0.8960883984567678,5.811539752422846,15,-0.8210225468934216,1.7529633220961747,mp-64,LaNiO64,low_gap
2.015984633869078,6.087240561021899,14,-0.7925667993727885,0.6534827422958329,mp-65,LaNiO65,hi_gap
0.5985463319046399,6.7070499181508225,7,-1.6248878622933254,1.9796698736811096,mp-66,LaNiO66,low_gap
2.8263393315194936,4.563068327702786,12,-0.9122306857161787,-0.34125556732083284,mp-67,LaNiO67,hi_gap
1.0953305047344857,6.034739003196531,16,-1.1601812634757034,1.552125269237597,mp-68,LaNiO68,hi_gap
0.3164858387106886,4.0015034505346145,15,-1.9520439743080171,2.038460108911971,mp-69,LaNiO69,low_gap
1.8873244546191277,7.721903631736995,16,-0.5207966599293009,0.9927862425616418,mp-70,LaNiO70,hi_gap
2.7814636592036024,8.259379561171285,11,-1.1809293401521506,0.03638136289831104,mp-71,LaNiO71,hi_gap
1.321131464147352,4.694658395600988,12,-1.4261950290629304,1.1257148725064539,mp-72,LaNiO72,hi_gap
2.8637714810722117,7.5189288463339885,10,-1.1886583718469073,-0.13074443362350355,mp-73,LaNiO73,hi_gap
1.499687441062941,8.105515441973193,13,-0.9308998484258393,1.3477741182917944,mp-74,LaNiO74,hi_gap
1.2756858745472266,8.909141614358969,7,-0.24604525782643005,1.6606237611060273,mp-75,LaNiO75,hi_gap
1.8606403560461335,8.218952811843634,10,-1.0829666015031012,0.9529582649879198,mp-76,LaNiO76,hi_gap
2.9852895157059725,6.1205324272200645,6,-0.7637962515207448,-0.3896158981360405,mp-77,LaNiO77,hi_gap
2.846831024813296,8.898443542548282,11,-0.313210311551119,0.12169229828642011,mp-78,LaNiO78,hi_gap
1.3801354179272882,8.869922024261776,14,-0.7332247343631036,1.5735343110625792,mp-79,LaNiO79,hi_gap
2.273186535924874,6.518384896002894,16,-0.4657179212906042,0.49208016154635487,mp-80,LaNiO80,hi_gap
1.492268086462857,7.767232692919526,14,-1.2382549294754779,1.3006296898815481,mp-81,LaNiO81,hi_gap
1.5879364805903111,8.569188338365814,5,-0.6144753367630112,1.2575348195699692,mp-82,LaNiO82,hi_gap
2.3573571021414224,6.380735359843765,5,-1.0289880000348464,0.22781763383946954,mp-83,LaNiO83,hi_gap
1.2439675480670123,8.318931205485423,8,-0.46279438125541017,1.6216461343559891,mp-84,LaNiO84,hi_gap
2.203450715366188,7.5078428303093645,19,-1.5017797859960702,0.5871555890651413,mp-85,LaNiO85,hi_gap
2.1334286339692494,5.469621279872788,2,-1.3897788766213723,0.2945556063558922,mp-86,LaNiO86,hi_gap
2.7961790598401346,7.838261349917368,14,-0.36563421364730886,0.09108365378687133,mp-87,LaNiO87,hi_gap
0.3447978998427156,6.853423929297495,7,-1.0980419862846846,2.3007402944585653,mp-88,LaNiO88,low_gap
2.187045351228928,4.469225767166531,11,-1.1794803233522348,0.25192919315250156,mp-89,LaNiO89,hi_gap
2.7822717858736796,5.9569021315233215,3,-0.9612137903248804,-0.2527029517538355,mp-90,LaNiO90,hi_gap
2.903778569773939,4.36870506698903,17,-1.3447487286764306,-0.4313829359426792,mp-91,LaNiO91,hi_gap
0.044118914896107864,6.3808348160849775,17,-0.33402931573471983,2.730561635138918,mp-92,LaNiO92,low_gap
2.5909202707367274,6.142698040714619,10,-1.6245813258379525,-0.03910859924906071,mp-93,LaNiO93,hi_gap
2.9435851201990326,6.118687214852237,16,-1.0752989991802024,-0.27924629863182915,mp-94,LaNiO94,hi_gap
2.871630538832891,6.931501767953922,10,-0.8265236071488189,-0.1611327227523805,mp-95,LaNiO95,hi_gap
0.44629203669749373,4.6134533008803675,15,-1.052223534533281,2.0598309399372146,mp-96,LaNiO96,low_gap
2.9178864414688648,8.668844549784215,6,-1.4011437726839406,-0.13111636375883737,mp-97,LaNiO97,hi_gap
2.669806667161562,7.420252240375165,7,-1.4341945983762605,-0.0012009029616714684,mp-98,LaNiO98,hi_gap
2.4671214826292114,8.118906791963859,4,-0.7873027870895881,0.3060389178582157,mp-99,LaNiO99,hi_gap
1.4399637714234965,8.4840061613188,10,-1.5152402250833505,1.3569128222000484,mp-100,LaNiO100,hi_gap
0.6971187589179115,6.91660023461738,14,-0.6768786471424797,2.0668533998295784,mp-101,LaNiO101,low_gap
2.405641736154924,4.2010911045230035,16,-1.762074181822646,-0.0017400438848880484,mp-102,LaNiO102,hi_gap
2.7705904793504086,7.557434120588789,17,-1.2774915483583422,0.027403777872636148,mp-103,LaNiO103,hi_gap
0.7983908168768777,6.845129271316791,5,-0.981846988815127,1.837937411373289,mp-104,LaNiO104,low_gap
1.6168032228665608,8.129786110851995,14,-1.626075971722308,1.1735677910464082,mp-105,LaNiO105,hi_gap
1.3282584869235945,6.660802367371721,6,-0.6739945682367039,1.3304222929899072,mp-106,LaNiO106,hi_gap
2.7930519479434652,8.066220476820963,8,-1.0092694066547512,-0.007356840926844022,mp-107,LaNiO107,hi_gap
0.1215321335653039,8.98505146536246,8,-1.5180368407947713,2.705169328891465,mp-108,LaNiO108,low_gap
2.196018586969682,5.75277405683944,12,-1.7594441148751976,0.32331440722674204,mp-109,LaNiO109,hi_gap
1.84311974084699,4.855107200103371,12,-1.7827946856863202,0.584111510594715,mp-110,LaNiO110,hi_gap
0.08509609534056317,5.958373997269514,12,-0.9744830274348356,2.533293001642905,mp-111,LaNiO111,low_gap
2.157659318480221,7.765249949328382,3,-1.5784150535332673,0.4910241710992904,mp-112,LaNiO112,hi_gap
0.04797518857071592,6.196144659291532,18,-1.682439800366226,2.583395297321815,mp-113,LaNiO113,low_gap
2.273853007069284,6.941900547146075,17,-1.1156129677461053,0.47877575087071284,mp-114,LaNiO114,hi_gap
1.5382761697862342,4.636792359608355,8,0.1387502624265169,0.9915280399319497,mp-115,LaNiO115,hi_gap
2.7873126623910185,7.630617554669902,12,-0.8612298193832714,0.009626111137644652,mp-116,LaNiO116,hi_gap
0.1982474901722242,5.400412009332497,4,-0.6185405832496995,2.3199396524360556,mp-117,LaNiO117,low_gap
2.52395183883715,4.953087802020091,13,-0.8936408268656808,0.011992858678291252,mp-118,LaNiO118,hi_gap
0.20007002630130422,8.314749992915972,17,-0.608508916945707,2.7405540812957225,mp-119,LaNiO119,low_gap
1.0329299364123754,6.822064105602971,18,-1.6715443252324764,1.662122041624674,mp-120,LaNiO120,hi_gap
1.2908961958435,6.422494711731252,18,-1.2152559850962925,1.409827676819996,mp-121,LaNiO121,hi_gap
2.8981862423522107,8.494118826242422,2,-0.8693245771949806,-0.11570681744746646,mp-122,LaNiO122,hi_gap
1.6866955266853711,4.430062180305013,2,-1.0089584080274865,0.6754148505423816,mp-123,LaNiO123,hi_gap
0.7765937795127967,7.4807722517044635,15,-1.0959966100560457,2.011883784652045,mp-124,LaNiO124,low_gap
0.7250271422830349,5.639911448823012,5,-1.3329380398714685,1.7556701986121195,mp-125,LaNiO125,low_gap
2.6643549619775397,4.877048749925406,5,-1.1291915513521016,-0.23956924212020936,mp-126,LaNiO126,hi_gap
0.6776082852519731,7.373993249836395,13,-1.3870989119456656,2.0510811485371,mp-127,LaNiO127,low_gap
0.3736641175058505,5.81410975431468,3,-2.21091650742989,2.016655207182628,mp-128,LaNiO128,low_gap
0.8649922710227328,5.649479162469679,16,-1.5972542208527933,1.7002302231389559,mp-129,LaNiO129,low_gap
1.7583691944381985,8.71838882614594,5,-0.7621735305627801,1.0872523351201178,mp-130,LaNiO130,hi_gap
1.6622715065198035,4.996491703397431,12,-0.22146102216418617,0.9352315616035209,mp-131,LaNiO131,hi_gap
2.4291323277383334,6.560868289188676,13,-0.09320991433815651,0.3476335097467185,mp-132,LaNiO132,hi_gap
1.6814278560185576,4.120066003356746,5,-0.9516241281556459,0.6854163315015525,mp-133,LaNiO133,hi_gap
0.8652636432936315,4.816840455684781,9,-0.5533081882779328,1.6510895834470536,mp-134,LaNiO134,low_gap
1.238689028042678,8.417093668167809,4,-0.5460110446446381,1.588419234309639,mp-135,LaNiO135,hi_gap
2.4543629129127313,7.946237741263381,19,-1.3461295919340375,0.39564790202020306,mp-136,LaNiO136,hi_gap
1.8795193872592604,6.784177450269951,11,-1.848969915230302,0.7240013662447046,mp-137,LaNiO137,hi_gap
2.877232928092327,5.112266979956802,4,-0.9845563403225935,-0.42446186412890596,mp-138,LaNiO138,hi_gap
1.1082132332750425,6.788737913106532,16,-1.881100498620269,1.5425505081735837,mp-139,LaNiO139,hi_gap
1.6578345315638616,4.060732630568062,15,-1.1599648064774135,0.7822422508452033,mp-140,LaNiO140,hi_gap
1.7817726048395048,7.564968154689604,5,-0.6959414566053158,0.955130064968924,mp-141,LaNiO141,hi_gap
2.54487362482518,7.58375340281864,8,-1.7100347440500012,0.12249824105168394,mp-142,LaNiO142,hi_gap
0.43642061455959524,7.2302251178317745,3,-0.9838523080341816,2.218216666420164,mp-143,LaNiO143,low_gap
1.21953101024438,7.056693421376006,12,-0.3799909423454674,1.5681392376586742,mp-144,LaNiO144,hi_gap
2.729876884986891,4.368582163122688,11,-0.8192437629895182,-0.2649430449735739,mp-145,LaNiO145,hi_gap
0.12920066570461253,5.232029845254878,2,-0.7388391496251605,2.3401184038583596,mp-146,LaNiO146,low_gap
2.4681188405445056,6.87189024048966,5,-0.5466297930916275,0.21440720419529763,mp-147,LaNiO147,hi_gap
1.2461521121136738,5.970933830144488,10,-0.13351846393441003,1.437589424507334,mp-148,LaNiO148,hi_gap
2.489411955834308,8.960116142907225,3,-0.9242884591384066,0.3441708125425737,mp-149,LaNiO149,hi_gap
0.02986368242187587,8.618726786875907,15,-0.3852495692834377,2.943484039337371,mp-150,LaNiO150,low_gap
1.095138473274812,4.7600395126126855,15,-1.032084608168712,1.4276570171695853,mp-151,LaNiO151,hi_gap
0.23589011149691963,6.949802963247654,14,-1.273084407716742,2.471781744056172,mp-152,LaNiO152,low_gap
1.9578437290099153,7.481075530517283,16,-0.8425895151912175,0.8660048725226913,mp-153,LaNiO153,hi_gap
0.8215472957986716,4.682717071504431,16,-1.3029064239958354,1.676433768952188,mp-154,LaNiO154,low_gap
2.107956211979359,5.562978235505856,9,-1.2865646078832826,0.40968515078289824,mp-155,LaNiO155,hi_gap
2.8314042808262725,7.579589234627472,10,-1.3038703152211233,-0.10383238888563764,mp-156,LaNiO156,hi_gap
0.3804513067837433,8.505540467114184,7,-2.1477120977665836,2.3253315301510167,mp-157,LaNiO157,low_gap
2.594334886202322,5.708713251030677,5,-0.9472502611697017,-0.06818858721622457,mp-158,LaNiO158,hi_gap
0.1783924548010154,5.194718558456403,6,-1.6319176792977341,2.2378876331148514,mp-159,LaNiO159,low_gap
1.1423115249326683,8.108960013651073,15,-1.0536345603341386,1.713221020399025,mp-160,LaNiO160,hi_gap
1.28932218353573,6.924913401128392,8,-0.2750156097575861,1.4556675956013507,mp-161,LaNiO161,hi_gap
1.4665486405003927,6.382942108528852,19,-1.260500161553645,1.2356955541971277,mp-162,LaNiO162,hi_gap
2.9293869658081335,5.280750107139461,12,-1.2710045792237386,-0.4084124130165613,mp-163,LaNiO163,hi_gap
2.327073564305485,4.363291743241605,13,-0.3180453077491021,0.2074510792437654,mp-164,LaNiO164,hi_gap
0.926572088157783,4.089457104484876,11,-0.7268471172678506,1.5196889105639197,mp-165,LaNiO165,low_gap
0.8095103565024004,6.899850902820473,16,-0.5117364513236786,1.989301088647279,mp-166,LaNiO166,low_gap
2.5893606125679534,4.955551367300374,8,-1.1776456169934968,-0.1315700375372656,mp-167,LaNiO167,hi_gap
2.6439215182130695,8.877664892134103,13,-0.6259583935645363,0.3112491316438871,mp-168,LaNiO168,hi_gap
1.5321195166309358,4.537386141930736,13,-1.3430842945784012,0.9173106681042978,mp-169,LaNiO169,hi_gap
1.0328871928869758,6.2604439416355415,17,-1.3380008628109494,1.6293571149954833,mp-170,LaNiO170,hi_gap
2.9847520444827533,5.9732989853548,14,-0.7018778608974667,-0.31760993203702,mp-171,LaNiO171,hi_gap
0.9478306361031006,5.161557376427655,12,-1.2991865856363622,1.5584064429760287,mp-172,LaNiO172,low_gap
0.5481371367796873,7.743778625019676,12,-0.6164407283780231,2.284596652884478,mp-173,LaNiO173,low_gap
2.640294363912209,7.218523810401551,2,0.1958422677146492,0.08197379035648106,mp-174,LaNiO174,hi_gap
2.4370061943337618,7.62878842525935,8,-1.8430762684736428,0.22156502134480893,mp-175,LaNiO175,hi_gap
2.0036682167140536,4.414042879482474,7,-1.3761021880606226,0.37012585242813156,mp-176,LaNiO176,hi_gap
2.8752408953338557,5.763717078482026,13,-0.43992690907866294,-0.21286187839351944,mp-177,LaNiO177,hi_gap
2.7771437316432563,6.599165371671159,7,-1.0725390847466119,-0.15448110295080159,mp-178,LaNiO178,hi_gap
2.244745509905262,6.133605718651205,12,-0.4194550751037138,0.4466695544494872,mp-179,LaNiO179,hi_gap
2.582104228643033,4.203087809363726,10,-1.5050321365664536,-0.21229866136330586,mp-180,LaNiO180,hi_gap
0.7414402209663224,4.970137274503966,8,-0.8343279110960148,1.7521407153744726,mp-181,LaNiO181,low_gap
0.4237396707030948,8.725123241523132,11,-1.0752781589114224,2.451244837558076,mp-182,LaNiO182,low_gap
2.0101855479448076,4.812848623766591,7,-0.9298146385633288,0.44811785057551856,mp-183,LaNiO183,hi_gap
2.143855609964258,8.260261662313876,5,-0.8344419904723184,0.6487263572198978,mp-184,LaNiO184,hi_gap
0.5011587863468165,8.110685795322201,11,-1.6100031813279783,2.2589094750526058,mp-185,LaNiO185,low_gap
1.186671819314628,5.956468785390539,19,-1.5370687426796472,1.4452681849564613,mp-186,LaNiO186,hi_gap
2.730767298648164,6.3339175992213175,13,-0.3003779965522886,0.002586661618738814,mp-187,LaNiO187,hi_gap
1.684202302650669,8.120009038249595,13,-0.8533931442095222,1.1724592867533383,mp-188,LaNiO188,hi_gap
1.7350077447788181,7.403431627851062,12,-0.9468268335236864,1.0306527346539194,mp-189,LaNiO189,hi_gap
0.5823893186723808,8.184718682145355,17,-1.0220373613067766,2.303878813411477,mp-190,LaNiO190,low_gap
1.5780667458536255,7.787982929160618,8,-0.8217287506469415,1.1985586719977424,mp-191,LaNiO191,hi_gap
1.5703041821847599,7.456357397203023,9,-1.5779683697027234,1.1075347205652704,mp-192,LaNiO192,hi_gap
0.26680692073881596,8.56487053003439,12,-1.4995136659476997,2.5597287656698535,mp-193,LaNiO193,low_gap
2.9458280793801186,8.114035665472944,12,-0.34774587639678345,-0.04919910047250255,mp-194,LaNiO194,hi_gap
1.7141868013673234,4.895313437914966,19,-0.9243623890764184,0.8729083035165315,mp-195,LaNiO195,hi_gap
0.0192266479929305,7.741121375406225,5,-0.574849563172983,2.7474005332303935,mp-196,LaNiO196,low_gap
2.3179476036761657,4.433406615572714,9,-1.3028320034606367,0.0851098575350421,mp-197,LaNiO197,hi_gap
2.9347971415204372,6.129281201470108,5,-0.31163730982034743,-0.3030327523554612,mp-198,LaNiO198,hi_gap
1.7696100849628515,5.983759435767126,17,-0.8273607973402405,0.916029778879837,mp-199,LaNiO199,hi_gap
